tx_id,customer_id,timestamp,datetime_utc,amount,channel,counterparty_country,device_id,ip_country,balance_before,balance_drawdown_ratio,is_new_device,tx_velocity_24h,nationality,visa_type,residency_end_date,language,home_country,segment_key,days_to_residency_end,hour,label,scenario
NP-D-2-N0001-T0020,NP-D-2-N0001,1772868120.0,2026-03-07T07:22:00+00:00,13286.0,domestic,KR,dev-NP-D-2-N0001-A,KR,49237.73,0.2698,0,0,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,16,0,normal
NP-D-2-N0001-T0022,NP-D-2-N0001,1772898780.0,2026-03-07T15:53:00+00:00,10153.0,domestic,KR,dev-NP-D-2-N0001-A,KR,100567.27,0.101,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,0,0,normal
NP-D-2-N0001-T0023,NP-D-2-N0001,1773015960.0,2026-03-09T00:26:00+00:00,10058.0,domestic,KR,dev-NP-D-2-N0001-A,KR,39640.21,0.2537,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,9,0,normal
NP-D-2-N0001-T0024,NP-D-2-N0001,1773023820.0,2026-03-09T02:37:00+00:00,15288.0,domestic,KR,dev-NP-D-2-N0001-A,KR,213876.65,0.0715,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,11,0,normal
NP-D-2-N0001-T0025,NP-D-2-N0001,1772999040.0,2026-03-08T19:44:00+00:00,3828.0,domestic,KR,dev-NP-D-2-N0001-A,KR,52126.77,0.0734,0,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,4,0,normal
NP-D-2-N0001-T0026,NP-D-2-N0001,1773028080.0,2026-03-09T03:48:00+00:00,6448.0,domestic,KR,dev-NP-D-2-N0001-A,KR,37152.42,0.1736,0,4,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,12,0,normal
NP-D-2-N0001-T0028,NP-D-2-N0001,1773131040.0,2026-03-10T08:24:00+00:00,15081.0,domestic,KR,dev-NP-D-2-N0001-A,KR,96546.2,0.1562,0,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,17,0,normal
NP-D-2-N0001-T0029,NP-D-2-N0001,1773209220.0,2026-03-11T06:07:00+00:00,8202.0,domestic,KR,dev-NP-D-2-N0001-A,KR,350626.3,0.0234,0,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,15,0,normal
NP-D-2-N0001-T0030,NP-D-2-N0001,1773283200.0,2026-03-12T02:40:00+00:00,8375.0,domestic,KR,dev-NP-D-2-N0001-A,KR,31395.05,0.2668,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,11,0,normal
NP-D-2-N0001-T0032,NP-D-2-N0001,1773296880.0,2026-03-12T06:28:00+00:00,28204.0,domestic,KR,dev-NP-D-2-N0001-A,KR,58769.54,0.4799,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,15,0,normal
NP-D-2-N0001-T0033,NP-D-2-N0001,1773391080.0,2026-03-13T08:38:00+00:00,20617.0,atm,KR,dev-NP-D-2-N0001-A,KR,88243.27,0.2336,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,17,0,normal
NP-D-2-N0001-T0034,NP-D-2-N0001,1773337620.0,2026-03-12T17:47:00+00:00,3850.0,domestic,KR,dev-NP-D-2-N0001-A,KR,8281.38,0.4649,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,2,0,normal
NP-D-2-N0001-T0035,NP-D-2-N0001,1773374220.0,2026-03-13T03:57:00+00:00,7289.0,domestic,KR,dev-NP-D-2-N0001-A,KR,26029.57,0.28,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,12,0,normal
NP-D-2-N0001-T0037,NP-D-2-N0001,1773562080.0,2026-03-15T08:08:00+00:00,7602.0,domestic,KR,dev-NP-D-2-N0001-A,KR,41032.0,0.1853,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,17,0,normal
NP-D-2-N0001-T0038,NP-D-2-N0001,1773540900.0,2026-03-15T02:15:00+00:00,15087.0,domestic,KR,dev-NP-D-2-N0001-A,KR,131997.92,0.1143,0,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,11,0,normal
NP-D-2-N0001-T0039,NP-D-2-N0001,1773635820.0,2026-03-16T04:37:00+00:00,8336.0,atm,KR,dev-NP-D-2-N0001-A,KR,13853.93,0.6017,0,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,13,0,normal
NP-D-2-N0001-T0041,NP-D-2-N0001,1773800520.0,2026-03-18T02:22:00+00:00,16727.0,domestic,KR,dev-NP-D-2-N0001-A,KR,54705.26,0.3058,0,0,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,11,0,normal
NP-D-2-N0001-T0043,NP-D-2-N0001,1773811800.0,2026-03-18T05:30:00+00:00,7688.0,domestic,KR,dev-NP-D-2-N0001-A,KR,43506.75,0.1767,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,14,0,normal
NP-D-2-N0001-T0044,NP-D-2-N0001,1773907920.0,2026-03-19T08:12:00+00:00,6934.0,domestic,KR,dev-NP-D-2-N0001-A,KR,13310.09,0.521,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,17,0,normal
NP-D-2-N0001-T0045,NP-D-2-N0001,1773899160.0,2026-03-19T05:46:00+00:00,17268.0,domestic,KR,dev-NP-D-2-N0001-A,KR,96532.93,0.1789,0,0,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,14,0,normal
NP-D-2-N0001-T0046,NP-D-2-N0001,1773901560.0,2026-03-19T06:26:00+00:00,6547.0,domestic,KR,dev-NP-D-2-N0001-A,KR,35545.57,0.1842,0,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,15,0,normal
NP-D-2-N0001-T0047,NP-D-2-N0001,1773981480.0,2026-03-20T04:38:00+00:00,8801.0,domestic,KR,dev-NP-D-2-N0001-A,KR,51562.78,0.1707,0,5,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,13,0,normal
NP-D-2-N0001-T0048,NP-D-2-N0001,1773973800.0,2026-03-20T02:30:00+00:00,11546.0,domestic,KR,dev-NP-D-2-N0001-A,KR,47884.12,0.2411,0,4,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,11,0,normal
NP-D-2-N0001-T0049,NP-D-2-N0001,1773991320.0,2026-03-20T07:22:00+00:00,18241.0,domestic,KR,dev-NP-D-2-N0001-A,KR,79316.44,0.23,0,5,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,16,0,normal
NP-D-2-N0001-T0050,NP-D-2-N0001,1773989580.0,2026-03-20T06:53:00+00:00,6134.0,atm,KR,dev-NP-D-2-N0001-A,KR,26648.56,0.2302,0,4,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,15,0,normal
NP-D-2-N0001-T0051,NP-D-2-N0001,1773970680.0,2026-03-20T01:38:00+00:00,9125.0,domestic,KR,dev-NP-D-2-N0001-A,KR,35601.16,0.2563,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,10,0,normal
NP-D-2-N0001-T0052,NP-D-2-N0001,1774001400.0,2026-03-20T10:10:00+00:00,6469.0,domestic,KR,dev-NP-D-2-N0001-A,KR,37947.45,0.1705,0,5,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,19,0,normal
NP-D-2-N0001-T0053,NP-D-2-N0001,1774056360.0,2026-03-21T01:26:00+00:00,9447.0,domestic,KR,dev-NP-D-2-N0001-A,KR,24817.53,0.3807,0,6,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,10,0,normal
NP-D-2-N0001-T0054,NP-D-2-N0001,1774164540.0,2026-03-22T07:29:00+00:00,13850.0,domestic,KR,dev-NP-D-2-N0001-NEW105,KR,45278.0,0.3059,1,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,16,0,normal
NP-D-2-N0001-T0056,NP-D-2-N0001,1774245120.0,2026-03-23T05:52:00+00:00,7567.0,domestic,KR,dev-NP-D-2-N0001-A,KR,38206.18,0.1981,0,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,14,0,normal
NP-D-2-N0001-T0057,NP-D-2-N0001,1774245420.0,2026-03-23T05:57:00+00:00,12535.0,domestic,KR,dev-NP-D-2-N0001-A,KR,25762.29,0.4866,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,14,0,normal
NP-D-2-N0001-T0058,NP-D-2-N0001,1774339440.0,2026-03-24T08:04:00+00:00,6136.0,domestic,KR,dev-NP-D-2-N0001-NEW107,KR,8728.68,0.703,1,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,17,0,normal
NP-D-2-N0001-T0059,NP-D-2-N0001,1774316520.0,2026-03-24T01:42:00+00:00,24543.0,domestic,KR,dev-NP-D-2-N0001-A,KR,71083.8,0.3453,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,10,0,normal
NP-D-2-N0001-T0060,NP-D-2-N0001,1774333620.0,2026-03-24T06:27:00+00:00,9373.0,domestic,KR,dev-NP-D-2-N0001-A,KR,43628.93,0.2148,0,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,15,0,normal
NP-D-2-N0001-T0061,NP-D-2-N0001,1774344000.0,2026-03-24T09:20:00+00:00,15766.0,domestic,KR,dev-NP-D-2-N0001-A,KR,37157.21,0.4243,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,18,0,normal
NP-D-2-N0001-T0063,NP-D-2-N0001,1774504380.0,2026-03-26T05:53:00+00:00,11215.0,domestic,KR,dev-NP-D-2-N0001-A,KR,23035.92,0.4868,0,0,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,14,0,normal
NP-D-2-N0001-T0064,NP-D-2-N0001,1774601820.0,2026-03-27T08:57:00+00:00,5461.0,domestic,KR,dev-NP-D-2-N0001-A,KR,18285.8,0.2986,0,4,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,17,0,normal
NP-D-2-N0001-T0065,NP-D-2-N0001,1774583640.0,2026-03-27T03:54:00+00:00,5582.0,domestic,KR,dev-NP-D-2-N0001-A,KR,18505.26,0.3016,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,12,0,normal
NP-D-2-N0001-T0066,NP-D-2-N0001,1774606200.0,2026-03-27T10:10:00+00:00,13014.0,domestic,KR,dev-NP-D-2-N0001-A,KR,49426.16,0.2633,0,5,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,19,0,normal
NP-D-2-N0001-T0067,NP-D-2-N0001,1774558920.0,2026-03-26T21:02:00+00:00,4348.0,domestic,KR,dev-NP-D-2-N0001-A,KR,7121.33,0.6106,0,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,6,0,normal
NP-D-2-N0001-T0068,NP-D-2-N0001,1774580640.0,2026-03-27T03:04:00+00:00,43212.0,domestic,KR,dev-NP-D-2-N0001-A,KR,656405.84,0.0658,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,12,0,normal
NP-D-2-N0001-T0069,NP-D-2-N0001,1774591020.0,2026-03-27T05:57:00+00:00,18886.0,domestic,KR,dev-NP-D-2-N0001-A,KR,145322.48,0.13,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,14,0,normal
NP-D-2-N0001-T0071,NP-D-2-N0001,1774718520.0,2026-03-28T17:22:00+00:00,5155.0,domestic,KR,dev-NP-D-2-N0001-A,KR,17468.29,0.2951,0,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,2,0,normal
NP-D-2-N0001-T0072,NP-D-2-N0001,1774865880.0,2026-03-30T10:18:00+00:00,11985.0,domestic,KR,dev-NP-D-2-N0001-A,KR,27742.58,0.432,0,4,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,19,0,normal
NP-D-2-N0001-T0073,NP-D-2-N0001,1774833480.0,2026-03-30T01:18:00+00:00,10878.0,domestic,KR,dev-NP-D-2-N0001-A,KR,49682.68,0.2189,0,0,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,10,0,normal
NP-D-2-N0001-T0074,NP-D-2-N0001,1774848600.0,2026-03-30T05:30:00+00:00,5924.0,domestic,KR,dev-NP-D-2-N0001-A,KR,13119.78,0.4515,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,14,0,normal
NP-D-2-N0001-T0076,NP-D-2-N0001,1774836960.0,2026-03-30T02:16:00+00:00,10650.0,domestic,KR,dev-NP-D-2-N0001-A,KR,32485.8,0.3278,0,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,11,0,normal
NP-D-2-N0001-T0077,NP-D-2-N0001,1774932540.0,2026-03-31T04:49:00+00:00,6661.0,domestic,KR,dev-NP-D-2-N0001-A,KR,87033.78,0.0765,0,6,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,13,0,normal
NP-D-2-N0001-T0078,NP-D-2-N0001,1774933020.0,2026-03-31T04:57:00+00:00,6936.0,domestic,KR,dev-NP-D-2-N0001-A,KR,31019.52,0.2236,0,7,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,13,0,normal
NP-D-2-N0001-T0080,NP-D-2-N0001,1774931160.0,2026-03-31T04:26:00+00:00,29294.0,domestic,KR,dev-NP-D-2-N0001-A,KR,90027.3,0.3254,0,4,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,13,0,normal
NP-D-2-N0001-T0081,NP-D-2-N0001,1774931640.0,2026-03-31T04:34:00+00:00,18785.0,domestic,KR,dev-NP-D-2-N0001-A,KR,37552.29,0.5002,0,5,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,13,0,normal
NP-D-2-N0001-T0082,NP-D-2-N0001,1774891680.0,2026-03-30T17:28:00+00:00,13565.0,domestic,KR,dev-NP-D-2-N0001-A,KR,50126.78,0.2706,0,5,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,2,0,normal
NP-D-2-N0001-T0083,NP-D-2-N0001,1775018100.0,2026-04-01T04:35:00+00:00,17151.0,domestic,KR,dev-NP-D-2-N0001-A,KR,56522.92,0.3034,0,5,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,13,0,normal
NP-D-2-N0001-T0084,NP-D-2-N0001,1774972380.0,2026-03-31T15:53:00+00:00,4082.0,domestic,KR,dev-NP-D-2-N0001-A,KR,44372.29,0.092,0,6,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,0,0,normal
NP-D-2-N0001-T0085,NP-D-2-N0001,1774972980.0,2026-03-31T16:03:00+00:00,6609.0,domestic,KR,dev-NP-D-2-N0001-A,KR,33120.09,0.1995,0,7,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,1,0,normal
NP-D-2-N0001-T0087,NP-D-2-N0001,1775091420.0,2026-04-02T00:57:00+00:00,12901.0,domestic,KR,dev-NP-D-2-N0001-NEW116,KR,47448.06,0.2719,1,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,9,0,normal
NP-D-2-N0001-T0088,NP-D-2-N0001,1775093760.0,2026-04-02T01:36:00+00:00,6953.0,domestic,KR,dev-NP-D-2-N0001-A,KR,33631.27,0.2067,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,10,0,normal
NP-D-2-N0001-T0089,NP-D-2-N0001,1775103120.0,2026-04-02T04:12:00+00:00,13080.0,domestic,KR,dev-NP-D-2-N0001-A,KR,201479.36,0.0649,0,4,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,13,0,normal
NP-D-2-N0001-T0091,NP-D-2-N0001,1775187900.0,2026-04-03T03:45:00+00:00,6685.0,domestic,KR,dev-NP-D-2-N0001-A,KR,69010.47,0.0969,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,12,0,normal
NP-D-2-N0001-T0092,NP-D-2-N0001,1775205960.0,2026-04-03T08:46:00+00:00,6148.0,domestic,KR,dev-NP-D-2-N0001-A,KR,19396.49,0.317,0,4,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,17,0,normal
NP-D-2-N0001-T0093,NP-D-2-N0001,1775189280.0,2026-04-03T04:08:00+00:00,12001.0,domestic,KR,dev-NP-D-2-N0001-A,KR,68067.76,0.1763,0,4,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,13,0,normal
NP-D-2-N0001-T0094,NP-D-2-N0001,1775190600.0,2026-04-03T04:30:00+00:00,12322.0,domestic,KR,dev-NP-D-2-N0001-A,KR,82164.28,0.15,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,13,0,normal
NP-D-2-N0001-T0095,NP-D-2-N0001,1775199960.0,2026-04-03T07:06:00+00:00,10726.0,domestic,KR,dev-NP-D-2-N0001-A,KR,104828.06,0.1023,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,16,0,normal
NP-D-2-N0001-T0096,NP-D-2-N0001,1775271600.0,2026-04-04T03:00:00+00:00,9995.0,atm,KR,dev-NP-D-2-N0001-A,KR,30572.07,0.3269,0,6,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,12,0,normal
NP-D-2-N0001-T0097,NP-D-2-N0001,1775273700.0,2026-04-04T03:35:00+00:00,12062.0,domestic,KR,dev-NP-D-2-N0001-A,KR,107040.73,0.1127,0,8,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,12,0,normal
NP-D-2-N0001-T0099,NP-D-2-N0001,1775271780.0,2026-04-04T03:03:00+00:00,10679.0,domestic,KR,dev-NP-D-2-N0001-A,KR,51010.9,0.2093,0,7,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,12,0,normal
NP-D-2-N0001-T0100,NP-D-2-N0001,1775285580.0,2026-04-04T06:53:00+00:00,12123.0,domestic,KR,dev-NP-D-2-N0001-A,KR,46093.65,0.263,0,7,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,15,0,normal
NP-D-2-N0001-T0101,NP-D-2-N0001,1775265480.0,2026-04-04T01:18:00+00:00,14451.0,domestic,KR,dev-NP-D-2-N0001-A,KR,36393.04,0.3971,0,5,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,10,0,normal
NP-D-2-N0001-T0102,NP-D-2-N0001,1775331060.0,2026-04-04T19:31:00+00:00,8725.0,domestic,KR,dev-NP-D-2-N0001-A,KR,55462.56,0.1573,0,6,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,4,0,normal
NP-D-2-N0001-T0103,NP-D-2-N0001,1775366100.0,2026-04-05T05:15:00+00:00,9006.0,domestic,KR,dev-NP-D-2-N0001-A,KR,39093.39,0.2304,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,14,0,normal
NP-D-2-N0001-T0105,NP-D-2-N0001,1775535960.0,2026-04-07T04:26:00+00:00,6120.0,domestic,KR,dev-NP-D-2-N0001-A,KR,96274.85,0.0636,0,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,13,0,normal
NP-D-2-N0001-T0109,NP-D-2-N0001,1775629200.0,2026-04-08T06:20:00+00:00,17470.0,domestic,KR,dev-NP-D-2-N0001-A,KR,46093.65,0.379,0,4,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,15,0,normal
NP-D-2-N0001-T0110,NP-D-2-N0001,1775606580.0,2026-04-08T00:03:00+00:00,10939.0,domestic,KR,dev-NP-D-2-N0001-A,KR,94165.43,0.1162,0,4,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,9,0,normal
NP-D-2-N0001-T0111,NP-D-2-N0001,1775642580.0,2026-04-08T10:03:00+00:00,5489.0,domestic,KR,dev-NP-D-2-N0001-A,KR,486843.63,0.0113,0,5,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,19,0,normal
NP-D-2-N0001-T0112,NP-D-2-N0001,1775613900.0,2026-04-08T02:05:00+00:00,8737.0,domestic,KR,dev-NP-D-2-N0001-A,KR,80203.08,0.1089,0,5,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,11,0,normal
NP-D-2-N0001-T0113,NP-D-2-N0001,1775599620.0,2026-04-07T22:07:00+00:00,37719.0,domestic,KR,dev-NP-D-2-N0001-A,KR,68673.18,0.5493,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,7,0,normal
NP-D-2-N0001-T0114,NP-D-2-N0001,1775806740.0,2026-04-10T07:39:00+00:00,12023.0,domestic,KR,dev-NP-D-2-N0001-A,KR,76248.52,0.1577,0,4,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,16,0,normal
NP-D-2-N0001-T0115,NP-D-2-N0001,1775750040.0,2026-04-09T15:54:00+00:00,23557.0,domestic,KR,dev-NP-D-2-N0001-A,KR,132636.44,0.1776,0,0,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,0,0,normal
NP-D-2-N0001-T0116,NP-D-2-N0001,1775793480.0,2026-04-10T03:58:00+00:00,19056.0,domestic,KR,dev-NP-D-2-N0001-A,KR,44974.05,0.4237,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,12,0,normal
NP-D-2-N0001-T0117,NP-D-2-N0001,1775778660.0,2026-04-09T23:51:00+00:00,16795.0,domestic,KR,dev-NP-D-2-N0001-A,KR,125145.4,0.1342,0,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,8,0,normal
NP-D-2-N0001-T0118,NP-D-2-N0001,1775802720.0,2026-04-10T06:32:00+00:00,8083.0,domestic,KR,dev-NP-D-2-N0001-A,KR,27025.54,0.2991,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,15,0,normal
NP-D-2-N0001-T0120,NP-D-2-N0001,1775878380.0,2026-04-11T03:33:00+00:00,8843.0,domestic,KR,dev-NP-D-2-N0001-A,KR,29591.66,0.2988,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,12,0,normal
NP-D-2-N0001-T0121,NP-D-2-N0001,1775975520.0,2026-04-12T06:32:00+00:00,2744.0,domestic,KR,dev-NP-D-2-N0001-A,KR,8160.74,0.3362,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,15,0,normal
NP-D-2-N0001-T0122,NP-D-2-N0001,1775969100.0,2026-04-12T04:45:00+00:00,8063.0,domestic,KR,dev-NP-D-2-N0001-A,KR,46933.21,0.1718,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,13,0,normal
NP-D-2-N0001-T0123,NP-D-2-N0001,1775964120.0,2026-04-12T03:22:00+00:00,4357.0,atm,KR,dev-NP-D-2-N0001-A,KR,10401.42,0.4189,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,12,0,normal
NP-D-2-N0001-T0124,NP-D-2-N0001,1775966160.0,2026-04-12T03:56:00+00:00,4431.0,domestic,KR,dev-NP-D-2-N0001-A,KR,96108.04,0.0461,0,2,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,12,0,normal
NP-D-2-N0001-T0125,NP-D-2-N0001,1776069600.0,2026-04-13T08:40:00+00:00,9986.0,domestic,KR,dev-NP-D-2-N0001-A,KR,116385.76,0.0858,0,0,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,17,0,normal
NP-D-2-N0001-T0126,NP-D-2-N0001,1776083160.0,2026-04-13T12:26:00+00:00,7267.0,domestic,KR,dev-NP-D-2-N0001-A,KR,15561.62,0.467,0,1,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,21,0,normal
NP-D-2-N0001-T0127,NP-D-2-N0001,1776159540.0,2026-04-14T09:39:00+00:00,4162.0,domestic,KR,dev-NP-D-2-N0001-A,KR,7765.46,0.536,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,18,0,normal
NP-D-2-N0001-T0128,NP-D-2-N0001,1776144480.0,2026-04-14T05:28:00+00:00,9968.0,domestic,KR,dev-NP-D-2-N0001-A,KR,35473.09,0.281,0,3,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,14,0,normal
NP-D-2-N0001-T0129,NP-D-2-N0001,1776164700.0,2026-04-14T11:05:00+00:00,11999.0,domestic,KR,dev-NP-D-2-N0001-A,KR,56139.05,0.2137,0,4,NP,D-2,2026-12-25,ne,NP,NP:D-2,203,20,0,normal
