tx_id,customer_id,timestamp,datetime_utc,amount,channel,counterparty_country,device_id,ip_country,balance_before,balance_drawdown_ratio,is_new_device,tx_velocity_24h,nationality,visa_type,residency_end_date,language,home_country,segment_key,days_to_residency_end,hour,label,scenario
VN-E-9-N0001-T0031,VN-E-9-N0001,1768352760.0,2026-01-14T01:06:00+00:00,13154.0,atm,KR,dev-VN-E-9-N0001-A,KR,35369.78,0.3719,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,10,0,normal
VN-E-9-N0001-T0032,VN-E-9-N0001,1768404180.0,2026-01-14T15:23:00+00:00,14964.0,domestic,KR,dev-VN-E-9-N0001-A,KR,184129.25,0.0813,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,0,0,normal
VN-E-9-N0001-T0034,VN-E-9-N0001,1768505820.0,2026-01-15T19:37:00+00:00,50934.0,domestic,KR,dev-VN-E-9-N0001-A,KR,95303.43,0.5344,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,4,0,normal
VN-E-9-N0001-T0035,VN-E-9-N0001,1768624500.0,2026-01-17T04:35:00+00:00,18612.0,atm,KR,dev-VN-E-9-N0001-A,KR,82893.69,0.2245,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,13,0,normal
VN-E-9-N0001-T0036,VN-E-9-N0001,1768715220.0,2026-01-18T05:47:00+00:00,16579.0,domestic,KR,dev-VN-E-9-N0001-A,KR,80615.58,0.2057,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,14,0,normal
VN-E-9-N0001-T0037,VN-E-9-N0001,1768696920.0,2026-01-18T00:42:00+00:00,17750.0,domestic,KR,dev-VN-E-9-N0001-A,KR,38492.28,0.4611,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,9,0,normal
VN-E-9-N0001-T0038,VN-E-9-N0001,1768798140.0,2026-01-19T04:49:00+00:00,13445.0,atm,KR,dev-VN-E-9-N0001-A,KR,54973.01,0.2446,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,13,0,normal
VN-E-9-N0001-T0039,VN-E-9-N0001,1768886220.0,2026-01-20T05:17:00+00:00,20507.0,domestic,KR,dev-VN-E-9-N0001-A,KR,52271.94,0.3923,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,14,0,normal
VN-E-9-N0001-T0040,VN-E-9-N0001,1768966860.0,2026-01-21T03:41:00+00:00,8425.0,domestic,KR,dev-VN-E-9-N0001-A,KR,25411.88,0.3315,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,12,0,normal
VN-E-9-N0001-T0041,VN-E-9-N0001,1768925160.0,2026-01-20T16:06:00+00:00,6785.0,domestic,KR,dev-VN-E-9-N0001-A,KR,26175.42,0.2592,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,1,0,normal
VN-E-9-N0001-T0042,VN-E-9-N0001,1769065500.0,2026-01-22T07:05:00+00:00,16401.0,domestic,KR,dev-VN-E-9-N0001-A,KR,212876.77,0.077,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,16,0,normal
VN-E-9-N0001-T0044,VN-E-9-N0001,1769149500.0,2026-01-23T06:25:00+00:00,19725.0,domestic,KR,dev-VN-E-9-N0001-A,KR,70954.84,0.278,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,15,0,normal
VN-E-9-N0001-T0045,VN-E-9-N0001,1769240400.0,2026-01-24T07:40:00+00:00,10019.0,domestic,KR,dev-VN-E-9-N0001-A,KR,54794.02,0.1828,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,16,0,normal
VN-E-9-N0001-T0046,VN-E-9-N0001,1769244540.0,2026-01-24T08:49:00+00:00,10701.0,atm,KR,dev-VN-E-9-N0001-A,KR,114795.95,0.0932,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,17,0,normal
VN-E-9-N0001-T0047,VN-E-9-N0001,1769247720.0,2026-01-24T09:42:00+00:00,21847.0,domestic,KR,dev-VN-E-9-N0001-A,KR,28587.65,0.7642,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,18,0,normal
VN-E-9-N0001-T0048,VN-E-9-N0001,1769316480.0,2026-01-25T04:48:00+00:00,6673.0,atm,KR,dev-VN-E-9-N0001-A,KR,58051.21,0.115,0,3,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,13,0,normal
VN-E-9-N0001-T0049,VN-E-9-N0001,1769320440.0,2026-01-25T05:54:00+00:00,4521.0,atm,KR,dev-VN-E-9-N0001-A,KR,22294.83,0.2028,0,4,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,14,0,normal
VN-E-9-N0001-T0051,VN-E-9-N0001,1769753580.0,2026-01-30T06:13:00+00:00,21454.0,domestic,KR,dev-VN-E-9-N0001-A,KR,147001.49,0.1459,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,15,0,normal
VN-E-9-N0001-T0052,VN-E-9-N0001,1769918400.0,2026-02-01T04:00:00+00:00,11092.0,domestic,KR,dev-VN-E-9-N0001-A,KR,35169.56,0.3154,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,13,0,normal
VN-E-9-N0001-T0053,VN-E-9-N0001,1769921040.0,2026-02-01T04:44:00+00:00,33912.0,domestic,KR,dev-VN-E-9-N0001-A,KR,116702.56,0.2906,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,13,0,normal
VN-E-9-N0001-T0054,VN-E-9-N0001,1769921340.0,2026-02-01T04:49:00+00:00,41501.0,domestic,KR,dev-VN-E-9-N0001-A,KR,372235.87,0.1115,0,3,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,13,0,normal
VN-E-9-N0001-T0055,VN-E-9-N0001,1769999580.0,2026-02-02T02:33:00+00:00,11548.0,domestic,KR,dev-VN-E-9-N0001-A,KR,57472.72,0.2009,0,3,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,11,0,normal
VN-E-9-N0001-T0056,VN-E-9-N0001,1770024720.0,2026-02-02T09:32:00+00:00,33303.0,atm,KR,dev-VN-E-9-N0001-A,KR,260374.36,0.1279,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,18,0,normal
VN-E-9-N0001-T0057,VN-E-9-N0001,1770194100.0,2026-02-04T08:35:00+00:00,19514.0,domestic,KR,dev-VN-E-9-N0001-A,KR,39600.11,0.4928,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,17,0,normal
VN-E-9-N0001-T0058,VN-E-9-N0001,1770264900.0,2026-02-05T04:15:00+00:00,15880.0,domestic,KR,dev-VN-E-9-N0001-A,KR,35959.44,0.4416,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,13,0,normal
VN-E-9-N0001-T0059,VN-E-9-N0001,1770286680.0,2026-02-05T10:18:00+00:00,46747.0,domestic,KR,dev-VN-E-9-N0001-A,KR,133022.86,0.3514,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,19,0,normal
VN-E-9-N0001-T0063,VN-E-9-N0001,1770356460.0,2026-02-06T05:41:00+00:00,13393.0,domestic,KR,dev-VN-E-9-N0001-A,KR,683630.02,0.0196,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,14,0,normal
VN-E-9-N0001-T0064,VN-E-9-N0001,1770436740.0,2026-02-07T03:59:00+00:00,11946.0,domestic,KR,dev-VN-E-9-N0001-A,KR,19356.93,0.6171,0,3,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,12,0,normal
VN-E-9-N0001-T0065,VN-E-9-N0001,1770613860.0,2026-02-09T05:11:00+00:00,15362.0,domestic,KR,dev-VN-E-9-N0001-NEW64,KR,54482.43,0.282,1,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,14,0,normal
VN-E-9-N0001-T0066,VN-E-9-N0001,1770735120.0,2026-02-10T14:52:00+00:00,9885.0,domestic,KR,dev-VN-E-9-N0001-A,KR,33555.45,0.2946,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,23,0,normal
VN-E-9-N0001-T0069,VN-E-9-N0001,1771035780.0,2026-02-14T02:23:00+00:00,14757.0,domestic,KR,dev-VN-E-9-N0001-A,KR,71873.35,0.2053,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,11,0,normal
VN-E-9-N0001-T0070,VN-E-9-N0001,1771127340.0,2026-02-15T03:49:00+00:00,49332.0,domestic,KR,dev-VN-E-9-N0001-A,KR,177848.85,0.2774,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,12,0,normal
VN-E-9-N0001-T0071,VN-E-9-N0001,1771118520.0,2026-02-15T01:22:00+00:00,9879.0,domestic,KR,dev-VN-E-9-N0001-A,KR,46143.84,0.2141,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,10,0,normal
VN-E-9-N0001-T0072,VN-E-9-N0001,1771208940.0,2026-02-16T02:29:00+00:00,11248.0,domestic,KR,dev-VN-E-9-N0001-A,KR,24272.04,0.4634,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,11,0,normal
VN-E-9-N0001-T0073,VN-E-9-N0001,1771201200.0,2026-02-16T00:20:00+00:00,7236.0,domestic,KR,dev-VN-E-9-N0001-A,KR,16312.23,0.4436,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,9,0,normal
VN-E-9-N0001-T0074,VN-E-9-N0001,1771309980.0,2026-02-17T06:33:00+00:00,8932.0,domestic,KR,dev-VN-E-9-N0001-A,KR,19580.93,0.4562,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,15,0,normal
VN-E-9-N0001-T0075,VN-E-9-N0001,1771637220.0,2026-02-21T01:27:00+00:00,18472.0,domestic,KR,dev-VN-E-9-N0001-A,KR,34918.87,0.529,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,10,0,normal
VN-E-9-N0001-T0076,VN-E-9-N0001,1771655580.0,2026-02-21T06:33:00+00:00,25184.0,domestic,KR,dev-VN-E-9-N0001-A,KR,113195.06,0.2225,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,15,0,normal
VN-E-9-N0001-T0077,VN-E-9-N0001,1771806900.0,2026-02-23T00:35:00+00:00,21691.0,domestic,KR,dev-VN-E-9-N0001-A,KR,40865.23,0.5308,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,9,0,normal
VN-E-9-N0001-T0078,VN-E-9-N0001,1771829580.0,2026-02-23T06:53:00+00:00,20589.0,domestic,KR,dev-VN-E-9-N0001-A,KR,208302.62,0.0988,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,15,0,normal
VN-E-9-N0001-T0079,VN-E-9-N0001,1771876140.0,2026-02-23T19:49:00+00:00,16394.0,domestic,KR,dev-VN-E-9-N0001-A,KR,71594.2,0.229,0,3,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,4,0,normal
VN-E-9-N0001-T0080,VN-E-9-N0001,1771871280.0,2026-02-23T18:28:00+00:00,4273.0,domestic,KR,dev-VN-E-9-N0001-A,KR,8567.94,0.4987,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,3,0,normal
VN-E-9-N0001-T0082,VN-E-9-N0001,1772097060.0,2026-02-26T09:11:00+00:00,14897.0,domestic,KR,dev-VN-E-9-N0001-A,KR,32976.6,0.4517,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,18,0,normal
VN-E-9-N0001-T0083,VN-E-9-N0001,1772154360.0,2026-02-27T01:06:00+00:00,14636.0,domestic,KR,dev-VN-E-9-N0001-A,KR,36177.01,0.4046,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,10,0,normal
VN-E-9-N0001-T0084,VN-E-9-N0001,1772166300.0,2026-02-27T04:25:00+00:00,13480.0,domestic,KR,dev-VN-E-9-N0001-A,KR,184606.45,0.073,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,13,0,normal
VN-E-9-N0001-T0085,VN-E-9-N0001,1772245200.0,2026-02-28T02:20:00+00:00,20998.0,domestic,KR,dev-VN-E-9-N0001-A,KR,171800.35,0.1222,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,11,0,normal
VN-E-9-N0001-T0086,VN-E-9-N0001,1772277660.0,2026-02-28T11:21:00+00:00,19520.0,domestic,KR,dev-VN-E-9-N0001-A,KR,37977.42,0.514,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,20,0,normal
VN-E-9-N0001-T0087,VN-E-9-N0001,1772349900.0,2026-03-01T07:25:00+00:00,12229.0,domestic,KR,dev-VN-E-9-N0001-A,KR,93714.54,0.1305,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,16,0,normal
VN-E-9-N0001-T0088,VN-E-9-N0001,1772377920.0,2026-03-01T15:12:00+00:00,14071.0,domestic,KR,dev-VN-E-9-N0001-A,KR,31176.92,0.4513,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,0,0,normal
VN-E-9-N0001-T0089,VN-E-9-N0001,1772409780.0,2026-03-02T00:03:00+00:00,14421.0,domestic,KR,dev-VN-E-9-N0001-A,KR,28817.84,0.5004,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,9,0,normal
VN-E-9-N0001-T0091,VN-E-9-N0001,1772510760.0,2026-03-03T04:06:00+00:00,8253.0,domestic,KR,dev-VN-E-9-N0001-A,KR,122019.95,0.0676,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,13,0,normal
VN-E-9-N0001-T0092,VN-E-9-N0001,1772524140.0,2026-03-03T07:49:00+00:00,7072.0,domestic,KR,dev-VN-E-9-N0001-A,KR,68195.83,0.1037,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,16,0,normal
VN-E-9-N0001-T0093,VN-E-9-N0001,1772604180.0,2026-03-04T06:03:00+00:00,16632.0,domestic,KR,dev-VN-E-9-N0001-A,KR,59247.47,0.2807,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,15,0,normal
VN-E-9-N0001-T0094,VN-E-9-N0001,1772558340.0,2026-03-03T17:19:00+00:00,4680.0,domestic,KR,dev-VN-E-9-N0001-A,KR,9704.36,0.4823,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,2,0,normal
VN-E-9-N0001-T0095,VN-E-9-N0001,1772682480.0,2026-03-05T03:48:00+00:00,21397.0,domestic,KR,dev-VN-E-9-N0001-A,KR,120338.99,0.1778,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,12,0,normal
VN-E-9-N0001-T0097,VN-E-9-N0001,1772677680.0,2026-03-05T02:28:00+00:00,19428.0,domestic,KR,dev-VN-E-9-N0001-A,KR,349307.49,0.0556,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,11,0,normal
VN-E-9-N0001-T0098,VN-E-9-N0001,1772777220.0,2026-03-06T06:07:00+00:00,18535.0,domestic,KR,dev-VN-E-9-N0001-A,KR,46471.97,0.3988,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,15,0,normal
VN-E-9-N0001-T0099,VN-E-9-N0001,1772870460.0,2026-03-07T08:01:00+00:00,15660.0,domestic,KR,dev-VN-E-9-N0001-A,KR,96398.06,0.1625,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,17,0,normal
VN-E-9-N0001-T0100,VN-E-9-N0001,1772940900.0,2026-03-08T03:35:00+00:00,8881.0,domestic,KR,dev-VN-E-9-N0001-A,KR,27979.94,0.3174,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,12,0,normal
VN-E-9-N0001-T0101,VN-E-9-N0001,1772947320.0,2026-03-08T05:22:00+00:00,27852.0,domestic,KR,dev-VN-E-9-N0001-A,KR,74456.55,0.3741,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,14,0,normal
VN-E-9-N0001-T0102,VN-E-9-N0001,1772988900.0,2026-03-08T16:55:00+00:00,32698.0,domestic,KR,dev-VN-E-9-N0001-A,KR,62269.86,0.5251,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,1,0,normal
VN-E-9-N0001-T0103,VN-E-9-N0001,1773129480.0,2026-03-10T07:58:00+00:00,18511.0,domestic,KR,dev-VN-E-9-N0001-A,KR,127191.12,0.1455,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,16,0,normal
VN-E-9-N0001-T0104,VN-E-9-N0001,1773293640.0,2026-03-12T05:34:00+00:00,12362.0,domestic,KR,dev-VN-E-9-N0001-A,KR,30941.28,0.3995,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,14,0,normal
VN-E-9-N0001-T0106,VN-E-9-N0001,1773570000.0,2026-03-15T10:20:00+00:00,10646.0,domestic,KR,dev-VN-E-9-N0001-A,KR,148104.45,0.0719,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,19,0,normal
VN-E-9-N0001-T0108,VN-E-9-N0001,1773631380.0,2026-03-16T03:23:00+00:00,13201.0,domestic,KR,dev-VN-E-9-N0001-A,KR,81416.93,0.1621,0,3,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,12,0,normal
VN-E-9-N0001-T0109,VN-E-9-N0001,1773635460.0,2026-03-16T04:31:00+00:00,5551.0,domestic,KR,dev-VN-E-9-N0001-A,KR,11507.86,0.4824,0,4,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,13,0,normal
VN-E-9-N0001-T0110,VN-E-9-N0001,1773596940.0,2026-03-15T17:49:00+00:00,7699.0,domestic,KR,dev-VN-E-9-N0001-A,KR,43510.49,0.1769,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,2,0,normal
VN-E-9-N0001-T0111,VN-E-9-N0001,1774085940.0,2026-03-21T09:39:00+00:00,5690.0,domestic,KR,dev-VN-E-9-N0001-A,KR,151465.77,0.0376,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,18,0,normal
VN-E-9-N0001-T0112,VN-E-9-N0001,1774162560.0,2026-03-22T06:56:00+00:00,8828.0,domestic,KR,dev-VN-E-9-N0001-A,KR,28892.7,0.3055,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,15,0,normal
VN-E-9-N0001-T0113,VN-E-9-N0001,1774244160.0,2026-03-23T05:36:00+00:00,12867.0,domestic,KR,dev-VN-E-9-N0001-A,KR,76937.81,0.1672,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,14,0,normal
VN-E-9-N0001-T0114,VN-E-9-N0001,1774332120.0,2026-03-24T06:02:00+00:00,19958.0,domestic,KR,dev-VN-E-9-N0001-A,KR,134559.14,0.1483,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,15,0,normal
VN-E-9-N0001-T0115,VN-E-9-N0001,1774339740.0,2026-03-24T08:09:00+00:00,16739.0,domestic,KR,dev-VN-E-9-N0001-A,KR,194518.97,0.0861,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,17,0,normal
VN-E-9-N0001-T0116,VN-E-9-N0001,1774338660.0,2026-03-24T07:51:00+00:00,35490.0,atm,KR,dev-VN-E-9-N0001-A,KR,68330.69,0.5194,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,16,0,normal
VN-E-9-N0001-T0117,VN-E-9-N0001,1774504560.0,2026-03-26T05:56:00+00:00,14701.0,domestic,KR,dev-VN-E-9-N0001-A,KR,32738.53,0.449,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,14,0,normal
VN-E-9-N0001-T0118,VN-E-9-N0001,1774696740.0,2026-03-28T11:19:00+00:00,19098.0,domestic,KR,dev-VN-E-9-N0001-A,KR,59998.49,0.3183,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,20,0,normal
VN-E-9-N0001-T0119,VN-E-9-N0001,1774676400.0,2026-03-28T05:40:00+00:00,21099.0,atm,KR,dev-VN-E-9-N0001-A,KR,48479.61,0.4352,0,0,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,14,0,normal
VN-E-9-N0001-T0120,VN-E-9-N0001,1774735740.0,2026-03-28T22:09:00+00:00,6242.0,domestic,KR,dev-VN-E-9-N0001-A,KR,15187.12,0.411,0,2,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,7,0,normal
VN-E-9-N0001-T0121,VN-E-9-N0001,1774940640.0,2026-03-31T07:04:00+00:00,16090.0,domestic,KR,dev-VN-E-9-N0001-A,KR,58867.77,0.2733,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,16,0,normal
VN-E-9-N0001-T0123,VN-E-9-N0001,1769837640.0,2026-01-31T05:34:00+00:00,2460524.0,remittance,VN,dev-VN-E-9-N0001-A,KR,16153519.17,0.1523,0,1,VN,E-9,2027-02-27,vi,VN,VN:E-9,267,14,0,normal
