tx_id,customer_id,timestamp,datetime_utc,amount,channel,counterparty_country,device_id,ip_country,balance_before,balance_drawdown_ratio,is_new_device,tx_velocity_24h,nationality,visa_type,residency_end_date,language,home_country,segment_key,days_to_residency_end,hour,label,scenario
VN-E-9-X0011-T0000,VN-E-9-X0011,1774195980.0,2026-03-22T16:13:00+00:00,3287657.0,remittance,AE,dev-VN-E-9-X0011-NEW,AE,3351369.73,0.981,1,9,VN,E-9,2026-06-06,vi,VN,VN:E-9,1,1,1,A_takeover
VN-E-9-X0012-T0000,VN-E-9-X0012,1770740100.0,2026-02-10T16:15:00+00:00,2877665.0,remittance,SG,dev-VN-E-9-X0012-NEW,SG,3054507.72,0.9421,1,7,VN,E-9,2026-06-07,vi,VN,VN:E-9,2,1,1,A_takeover
VN-E-9-X0013-T0000,VN-E-9-X0013,1774982820.0,2026-03-31T18:47:00+00:00,1406553.0,remittance,SG,dev-VN-E-9-X0013-NEW,SG,1445329.58,0.9732,1,10,VN,E-9,2026-06-13,vi,VN,VN:E-9,8,3,1,A_takeover
VN-E-9-X0014-T0000,VN-E-9-X0014,1774973280.0,2026-03-31T16:08:00+00:00,2072864.0,remittance,HK,dev-VN-E-9-X0014-NEW,HK,2240674.35,0.9251,1,13,VN,E-9,2026-06-05,vi,VN,VN:E-9,0,1,1,A_takeover
VN-E-9-X0015-T0000,VN-E-9-X0015,1767806880.0,2026-01-07T17:28:00+00:00,2224012.0,remittance,AE,dev-VN-E-9-X0015-NEW,AE,2300662.29,0.9667,1,8,VN,E-9,2026-06-08,vi,VN,VN:E-9,3,2,1,A_takeover
VN-E-9-X0016-T0000,VN-E-9-X0016,1773945420.0,2026-03-19T18:37:00+00:00,6507572.0,remittance,TH,dev-VN-E-9-X0016-NEW,TH,6639993.05,0.9801,1,7,VN,E-9,2026-06-12,vi,VN,VN:E-9,7,3,1,A_takeover
VN-E-9-X0017-T0000,VN-E-9-X0017,1775493660.0,2026-04-06T16:41:00+00:00,2758659.0,remittance,SG,dev-VN-E-9-X0017-NEW,SG,2918562.74,0.9452,1,5,VN,E-9,2026-06-14,vi,VN,VN:E-9,9,1,1,A_takeover
VN-E-9-X0018-T0000,VN-E-9-X0018,1780166160.0,2026-05-30T18:36:00+00:00,1350197.0,remittance,SG,dev-VN-E-9-X0018-NEW,SG,1498553.83,0.901,1,11,VN,E-9,2026-06-12,vi,VN,VN:E-9,7,3,1,A_takeover
VN-E-9-X0019-T0000,VN-E-9-X0019,1765815840.0,2025-12-15T16:24:00+00:00,2846562.0,remittance,HK,dev-VN-E-9-X0019-NEW,HK,2978753.45,0.9556,1,10,VN,E-9,2026-06-05,vi,VN,VN:E-9,0,1,1,A_takeover
VN-E-9-X0020-T0000,VN-E-9-X0020,1765380960.0,2025-12-10T15:36:00+00:00,2745486.0,remittance,TH,dev-VN-E-9-X0020-NEW,TH,2991119.02,0.9179,1,16,VN,E-9,2026-06-06,vi,VN,VN:E-9,1,0,1,A_takeover
VN-E-9-X0021-T0000,VN-E-9-X0021,1769793000.0,2026-01-30T17:10:00+00:00,1791201.0,remittance,HK,dev-VN-E-9-X0021-NEW,HK,1828343.17,0.9797,1,7,VN,E-9,2026-06-10,vi,VN,VN:E-9,5,2,1,A_takeover
VN-E-9-X0022-T0000,VN-E-9-X0022,1776280380.0,2026-04-15T19:13:00+00:00,2767177.0,remittance,AE,dev-VN-E-9-X0022-NEW,AE,2997860.2,0.9231,1,7,VN,E-9,2026-06-08,vi,VN,VN:E-9,3,4,1,A_takeover
VN-E-9-X0023-T0000,VN-E-9-X0023,1765908180.0,2025-12-16T18:03:00+00:00,2125367.0,remittance,SG,dev-VN-E-9-X0023-NEW,SG,2129841.18,0.9979,1,10,VN,E-9,2026-06-13,vi,VN,VN:E-9,8,3,1,A_takeover
VN-E-9-X0024-T0000,VN-E-9-X0024,1766936400.0,2025-12-28T15:40:00+00:00,2711069.0,remittance,HK,dev-VN-E-9-X0024-NEW,HK,2853705.94,0.95,1,9,VN,E-9,2026-06-11,vi,VN,VN:E-9,6,0,1,A_takeover
VN-E-9-X0025-T0000,VN-E-9-X0025,1774805700.0,2026-03-29T17:35:00+00:00,3569499.0,remittance,TR,dev-VN-E-9-X0025-NEW,TR,3676635.39,0.9709,1,13,VN,E-9,2026-06-12,vi,VN,VN:E-9,7,2,1,A_takeover
VN-E-9-X0026-T0000,VN-E-9-X0026,1773336420.0,2026-03-12T17:27:00+00:00,1230920.0,remittance,TR,dev-VN-E-9-X0026-NEW,TR,1311199.35,0.9388,1,12,VN,E-9,2026-06-07,vi,VN,VN:E-9,2,2,1,A_takeover
VN-E-9-X0027-T0000,VN-E-9-X0027,1769958540.0,2026-02-01T15:09:00+00:00,2927371.0,remittance,SG,dev-VN-E-9-X0027-NEW,SG,2984532.96,0.9808,1,10,VN,E-9,2026-06-11,vi,VN,VN:E-9,6,0,1,A_takeover
VN-E-9-X0028-T0000,VN-E-9-X0028,1768929240.0,2026-01-20T17:14:00+00:00,2643180.0,remittance,SG,dev-VN-E-9-X0028-NEW,SG,2741375.35,0.9642,1,7,VN,E-9,2026-06-06,vi,VN,VN:E-9,1,2,1,A_takeover
VN-E-9-X0029-T0000,VN-E-9-X0029,1776179880.0,2026-04-14T15:18:00+00:00,2047686.0,remittance,AE,dev-VN-E-9-X0029-NEW,AE,2121885.76,0.965,1,16,VN,E-9,2026-06-12,vi,VN,VN:E-9,7,0,1,A_takeover
VN-E-9-X0030-T0000,VN-E-9-X0030,1765652400.0,2025-12-13T19:00:00+00:00,3167922.0,remittance,HK,dev-VN-E-9-X0030-NEW,HK,3313326.75,0.9561,1,11,VN,E-9,2026-06-13,vi,VN,VN:E-9,8,4,1,A_takeover
VN-E-9-X0031-T0000,VN-E-9-X0031,1778525100.0,2026-05-11T18:45:00+00:00,1220613.0,remittance,SG,dev-VN-E-9-X0031-NEW,SG,1298003.64,0.9404,1,10,VN,E-9,2026-06-06,vi,VN,VN:E-9,1,3,1,A_takeover
VN-E-9-X0032-T0000,VN-E-9-X0032,1767194760.0,2025-12-31T15:26:00+00:00,3759865.0,remittance,HK,dev-VN-E-9-X0032-NEW,HK,3852286.52,0.976,1,9,VN,E-9,2026-06-14,vi,VN,VN:E-9,9,0,1,A_takeover
VN-E-9-X0033-T0000,VN-E-9-X0033,1771172160.0,2026-02-15T16:16:00+00:00,2959568.0,remittance,TH,dev-VN-E-9-X0033-NEW,TH,3039323.71,0.9738,1,13,VN,E-9,2026-06-09,vi,VN,VN:E-9,4,1,1,A_takeover
VN-E-9-X0034-T0000,VN-E-9-X0034,1773861780.0,2026-03-18T19:23:00+00:00,2605042.0,remittance,AE,dev-VN-E-9-X0034-NEW,AE,2729037.68,0.9546,1,9,VN,E-9,2026-06-14,vi,VN,VN:E-9,9,4,1,A_takeover
VN-E-9-X0035-T0000,VN-E-9-X0035,1766502000.0,2025-12-23T15:00:00+00:00,2193529.0,remittance,SG,dev-VN-E-9-X0035-NEW,SG,2427025.19,0.9038,1,8,VN,E-9,2026-06-14,vi,VN,VN:E-9,9,0,1,A_takeover
VN-E-9-X0036-T0000,VN-E-9-X0036,1765125000.0,2025-12-07T16:30:00+00:00,2710464.0,remittance,HK,dev-VN-E-9-X0036-NEW,HK,3008284.13,0.901,1,16,VN,E-9,2026-06-14,vi,VN,VN:E-9,9,1,1,A_takeover
VN-E-9-X0037-T0000,VN-E-9-X0037,1772035260.0,2026-02-25T16:01:00+00:00,1522796.0,remittance,TR,dev-VN-E-9-X0037-NEW,TR,1629691.9,0.9344,1,15,VN,E-9,2026-06-08,vi,VN,VN:E-9,3,1,1,A_takeover
VN-E-9-X0038-T0000,VN-E-9-X0038,1774451580.0,2026-03-25T15:13:00+00:00,1939277.0,remittance,HK,dev-VN-E-9-X0038-NEW,HK,2063986.72,0.9396,1,7,VN,E-9,2026-06-13,vi,VN,VN:E-9,8,0,1,A_takeover
VN-E-9-X0039-T0000,VN-E-9-X0039,1778343360.0,2026-05-09T16:16:00+00:00,2513172.0,remittance,HK,dev-VN-E-9-X0039-NEW,HK,2616286.55,0.9606,1,11,VN,E-9,2026-06-13,vi,VN,VN:E-9,8,1,1,A_takeover
VN-E-9-X0040-T0000,VN-E-9-X0040,1765480440.0,2025-12-11T19:14:00+00:00,5121661.0,remittance,HK,dev-VN-E-9-X0040-NEW,HK,5374563.33,0.9529,1,14,VN,E-9,2026-06-10,vi,VN,VN:E-9,5,4,1,A_takeover
VN-E-9-X0041-T0000,VN-E-9-X0041,1774290120.0,2026-03-23T18:22:00+00:00,1480241.0,remittance,AE,dev-VN-E-9-X0041-NEW,AE,1533347.99,0.9654,1,13,VN,E-9,2026-06-12,vi,VN,VN:E-9,7,3,1,A_takeover
VN-E-9-X0042-T0000,VN-E-9-X0042,1770495480.0,2026-02-07T20:18:00+00:00,1910826.0,remittance,TR,dev-VN-E-9-X0042-NEW,TR,2120783.57,0.901,1,13,VN,E-9,2026-06-11,vi,VN,VN:E-9,6,5,1,A_takeover
VN-E-9-X0043-T0000,VN-E-9-X0043,1777307460.0,2026-04-27T16:31:00+00:00,3395932.0,remittance,TH,dev-VN-E-9-X0043-NEW,TH,3565587.03,0.9524,1,6,VN,E-9,2026-06-08,vi,VN,VN:E-9,3,1,1,A_takeover
VN-E-9-X0044-T0000,VN-E-9-X0044,1771169880.0,2026-02-15T15:38:00+00:00,2757523.0,remittance,SG,dev-VN-E-9-X0044-NEW,SG,3058569.89,0.9016,1,12,VN,E-9,2026-06-12,vi,VN,VN:E-9,7,0,1,A_takeover
VN-E-9-X0045-T0000,VN-E-9-X0045,1773946800.0,2026-03-19T19:00:00+00:00,1939245.0,remittance,TR,dev-VN-E-9-X0045-NEW,TR,2109086.88,0.9195,1,9,VN,E-9,2026-06-09,vi,VN,VN:E-9,4,4,1,A_takeover
VN-E-9-X0046-T0000,VN-E-9-X0046,1774718040.0,2026-03-28T17:14:00+00:00,3313193.0,remittance,AE,dev-VN-E-9-X0046-NEW,AE,3409105.72,0.9719,1,13,VN,E-9,2026-06-08,vi,VN,VN:E-9,3,2,1,A_takeover
VN-E-9-X0047-T0000,VN-E-9-X0047,1766852880.0,2025-12-27T16:28:00+00:00,2097619.0,remittance,TH,dev-VN-E-9-X0047-NEW,TH,2127670.13,0.9859,1,17,VN,E-9,2026-06-09,vi,VN,VN:E-9,4,1,1,A_takeover
VN-E-9-X0048-T0000,VN-E-9-X0048,1772383620.0,2026-03-01T16:47:00+00:00,2669530.0,remittance,HK,dev-VN-E-9-X0048-NEW,HK,2822083.06,0.9459,1,11,VN,E-9,2026-06-14,vi,VN,VN:E-9,9,1,1,A_takeover
VN-E-9-X0049-T0000,VN-E-9-X0049,1779562200.0,2026-05-23T18:50:00+00:00,3083269.0,remittance,TR,dev-VN-E-9-X0049-NEW,TR,3422052.16,0.901,1,11,VN,E-9,2026-06-09,vi,VN,VN:E-9,4,3,1,A_takeover
